image_id,model,baseline_caption,grounded_caption,reference_captions
000000376767,Qwen3-VL-4B,"The image depicts the facade of a building with a prominent clock tower. The clock is situated in an arched niche, and above it, there is a statue of an eagle perched on a ball. The building has intricate architectural details, including decorative elements and flags hanging below the clock. The text ""ESTACIO DEL NORD"" is visible, indicating the name of the building or location. The sky in the background is partly cloudy.","The image shows the facade of a building with a prominent clock tower. The clock is situated in an arched niche, surrounded by decorative elements including floral patterns and geometric designs. Above the clock, there is a statue of an eagle perched on a ball. The building has a classical architectural style with ornate details, including columns and cornices. The text ""ESTACIO DEL NORD"" is inscribed below the clock, indicating the name of the building or location. The sky in the",A large building with a clock on it's face and a bird statue on top. | This is a picture of an ornate building with a statue of an eagle on top. | A COLORFUL BUILDING WITH A CLOCK TOWER HAS WAVING FLAGS. | A clock tower on an official building with an eagle on top | A train station with an eagle statue at the top. 
000000053748,Qwen3-VL-4B,"A giraffe is standing in a grassy area, with a vehicle parked nearby. The giraffe appears to be interacting with the vehicle, possibly reaching for something on top of it. The vehicle has a roof rack with various items on it, and there are people inside the vehicle. The scene is set in a natural environment with trees and bushes in the background.","A giraffe is standing in a grassy area with tall grass and trees in the background. The giraffe is looking towards a vehicle, which appears to be a safari jeep, parked nearby. The jeep has a roof rack with various items, including coolers and a bucket, and there are people inside the jeep. The scene suggests a wildlife observation or safari experience.",A tall giraffe studding next to a  parked truck. | a giraffe looking at a safari truck driving past | A giraffe is standing alongside the road staring at an oncoming vehicle. | A giraffe in a grassy area next to a jeep.  | a giraffe standing next to a tour jeep
000000154854,Qwen3-VL-4B,"The image depicts a street scene with a church steeple in the background. There are several cars parked along the street, and a traffic light is visible. The sky is clear, and the overall atmosphere appears calm and serene.","The image depicts an urban street scene during what appears to be either dawn or dusk, as indicated by the soft lighting. In the background, there is a prominent church with a tall, pointed steeple, suggesting it is a significant landmark. The sky is clear with a gradient of colors, transitioning from a lighter hue near the horizon to a deeper blue as it rises. 

On the street, there are several vehicles, including cars and a van, parked or moving along the road. The street","A view of a street, with a church in the horizon. | A street with many cars stopped at a traffic light. | a street a fence people cars and traffic lights | A building in the distance bathed in sunlight | Several cars driving down the road near a fence."
000000356612,Qwen3-VL-4B,"The image shows a busy street scene with a group of cows walking down the road. There are several cows in the foreground, with one of them being particularly close to a white van. In the background, there are various vehicles, including a yellow bus and a white van. Additionally, there are people on bicycles and a person riding a tricycle. The street is lined with buildings and has several banners hanging above it. The scene appears to be in a city or town setting, with a mix of","The image depicts a busy street scene with a group of seven black water buffaloes walking in a line across the road. Behind them, there is a white van and a silver car. On the left side of the image, there is a yellow and red bus, and on the right side, there is a person riding a bicycle. The street is lined with various signs and banners, including one that says ""Merry Christmas & Happy New Year 2010."" The background includes trees",Several black bulls are walking down the street. | The bulls are walking down the street in front of cars.  | A herd of cows walking down a city street. | A group of cows walking in front of several cars. | A group of bulls riding on the street along with cars and buses and a man on a bike giving an girl a ride.
000000001779,Qwen3-VL-4B,"The image shows a street corner with two green street signs attached to a metal pole. The signs indicate the intersection of Edloe Street and Westpark Drive. The background features a building with a green exterior and some palm trees. The sky appears overcast, and there are some bare branches visible in the background.","The image shows a street corner with two green street signs attached to a metal pole. The signs indicate the intersection of Edloe Street and Westpark Drive. The Edloe Street sign is on the left, and the Westpark Drive sign is on the right. The signs display the street numbers, 5100 for Edloe Street and 3700 for Westpark Drive. In the background, there is a building with a light-colored facade and some palm trees. The sky appears",An intersection with a street sign and a building and palm trees in the background. | a couple of signs on a pole outside a building | A couple of green street signs hanging from a traffic light. | A street sign on the corner outside a Spanish style building. | A street sign on a street corner 
000000366782,Qwen3-VL-4B,"The image shows a large boat on a body of water, with a person standing on the dock near the boat. There are several people on the boat, and the boat is passing by a large building in the background. The scene appears to be in an urban area, with tall buildings and a clock visible in the background. The boat is a ferry, and the person standing on the dock is likely waiting for the ferry to dock.","The image depicts a waterfront scene with a large ferry boat in the foreground, moving across the water. The boat is white with dark blue trim and has the word ""YACHT"" visible on its side. There are several people on the boat, some standing and others sitting. In the background, there are tall buildings, including one with a large clock displaying ""Colgate"" and another with a series of windows. The sky is clear with a warm, golden hue, suggesting it is either early",A man is standing on a dock near water with a passenger boat going by large buildings in the background. | a small boat in al arge body of water  | a black and white boat water people and a clock | The boat is gliding threw the water.  | A yacht passes by some buildings on the shore.  
000000249219,Qwen3-VL-4B,"The image shows a double-decker bus on a street, with the words ""SBS Transit"" on the front. The bus is primarily white with red and purple accents. The bus is traveling on a road with trees and buildings in the background. The bus has the number 25 displayed on the front, indicating its route number. The scene appears to be in a suburban or residential area, with houses and palm trees visible in the background.","The image shows a double-decker bus on a street. The bus is primarily white with red and purple accents. It has the branding ""SBS Transit"" on the front and side. The bus is on route 25, as indicated by the route number displayed on the front. The background features trees, buildings, and a clear sky. The bus is driving on a road with a sidewalk and some greenery on either side.","A double decker bus driving down the road. | This is a double-decker bus shown in a tropical area. | A double decker bus driving down a city street. | A double decker red white and purple bus | A double decker tour bus with the logo ""SBS Transit"". "
000000428291,Qwen3-VL-4B,"The image shows a table set with a white tablecloth, featuring a variety of food items and a drink. There are several sandwiches on a plate, a salad in a bowl, and a glass of water with a flower arrangement. The table is also adorned with a few forks and knives, and there is a wooden cabinet in the background. The overall setting appears to be a casual meal or gathering.","The image shows a dining table covered with a white, checkered tablecloth. On the table, there are several plates of food, including sandwiches and what appears to be a salad. There is also a glass of a blue beverage with a flower arrangement in it. The table is set with utensils, including knives and forks. In the background, there is a wooden cabinet and a hanging coat hanger. The room appears to be well-lit, suggesting it might be daytime.",A table prepared with food is seen in this image. | A table full of food with a glass of water. | A table with several plates of food on it. | One plate has sandwiches and fries and two other plates have dark green salads.  | The food is ready to be eaten on the table.
000000268394,Qwen3-VL-4B,"The image features a creatively designed cake that resembles a red truck. The truck cake is placed on a wooden table, and there is another cake shaped like a car next to it. The truck cake has a detailed design, including a front grill, headlights, and wheels. The car cake is made of red frosting and has a more simplistic design. The scene is set in a room with wooden chairs and a white wall in the background.","The image shows a creatively designed cake that resembles a red pickup truck. The truck cake is placed on a white rectangular base, which is on a wooden table. The truck cake has detailed features such as a windshield, windows, and wheels. Next to the truck cake, there is a smaller, separate cake shaped like a star. The background includes a wooden chair with a decorative backrest and a white wall.",A truck cake sitting next to a Ford emblem cake. | A cake made to look like an old truck. | A truck and a cake on a table. | a close up of a cake in the shape of a truck | The large cakes are shaped like a pickup truck and a Chevy insignia.
000000398066,Qwen3-VL-4B,"The image shows a baseball game in progress on a field with a city skyline in the background. A player is holding a bat and appears to be preparing to swing at an incoming baseball. Another player is standing in the outfield, ready to catch the ball. The field is surrounded by trees, and the cityscape includes several tall buildings. The scene captures the excitement and action of a baseball game in an urban setting.","In the image, a person is standing on a baseball field, holding a baseball bat and preparing to swing. Another person is standing in the background, closer to the outfield. The field is surrounded by a green area with trees, and in the distance, there are tall buildings, likely part of a city skyline. The sky is clear with a few clouds. The scene appears to be set in a park or a large open area with a cityscape in the background.",A young man holding a baseball in front of a pitcher. | A batter is practicing his swing shirtless on a dirt lot. | A baseball player taking a swing at a ball | A shirtless man with a baseball bat being pitched to. | an image of a man about to swing at a ball
000000523780,Qwen3-VL-4B,"The image shows a snowy scene with two people skiing down a path. They are wearing ski gear and are surrounded by a stone wall and a building in the background. The sky is clear and blue, indicating a sunny day.","The image depicts a snowy outdoor scene with two people skiing on a path. They are wearing winter clothing and carrying ski poles. The path is lined with a stone wall on the left and a wooden fence on the right. In the background, there is a multi-story building with balconies and windows, painted in a light color with green accents. The sky is clear and blue, indicating a sunny day. The area appears to be a ski resort or a mountain resort.",Two people skiing right up to a big lodge. | Two men skiing down a slick slope next to large building. | A couple of people riding skis down a walkway. | Two people on cross country skis passing by a building. | a person walking on snow covered road  while wearing skis.
000000458177,Qwen3-VL-4B,"In the image, there are two bears in a grassy field. One bear is located towards the left side of the image, while the other bear is positioned more towards the right side. Both bears appear to be grazing or foraging in the tall grass. The background consists of a mix of green and brown grass, with some patches of wildflowers scattered around. The overall scene gives a sense of a natural, outdoor environment.","The image depicts two bears in a natural, grassy environment. The bears are light-colored, possibly white or light brown, and are grazing on the ground. The landscape is covered with tall grass and wildflowers, suggesting a meadow or a similar type of habitat. The lighting indicates it might be late afternoon or early morning, as the shadows are long and the sunlight appears soft. The bears are positioned side by side, with one slightly in front of the other.",Two brown bear cubs in a grassy area with flowers. | Two brown bears are walking through a field of tall grass. | Two bear cubs foraging side by side in a field. | Two small bears are grazing in the open field | There are two baby bears in a field.
000000145747,Qwen3-VL-4B,"The image shows a serene lake with three boats floating on the water. The boats are positioned in the middle of the lake, with one on the left, one in the center, and one on the right. The background features a picturesque landscape with trees displaying autumn colors and mountains in the distance. The sky is partly cloudy, adding to the overall tranquil and picturesque scene.","The image depicts a serene lakeside scene with three boats floating on calm waters. The boats are positioned at different distances from the viewer, with the closest one being a small, red and white boat. In the background, there is a line of trees with autumn-colored leaves, suggesting the season is fall. The trees are set against a backdrop of mountains, which appear to be partially covered with clouds. The sky is partly cloudy, with patches of blue visible. The overall atmosphere of the image is peaceful",A large lake filled with small white boats near a forest. | a number of small boats in a large body of water  | a couple of boats are sitting in the water | Three boats in the water are near each other.  | Three boats on a lake on a fall day.
000000179141,Qwen3-VL-4B,"The image shows a group of people sitting around a table with a pizza. There are four individuals in the picture, and they appear to be enjoying a meal together. The pizza is placed on a box, and there are some cups and plates on the table. The atmosphere seems casual and friendly, with the people posing for a photo.","The image shows a group of four people sitting closely together, smiling and posing for a photo. They are positioned around a table that has a pizza box and some plates on it. The lighting is dim, creating a warm and intimate atmosphere. The individuals appear to be enjoying a casual gathering, possibly a meal together.",Four people are smiling together over a box of pizza. | two women and two men smiling over a pizza  | Smiling people indoors posing with a delivery pizza. | Four people at a wooden table sitting around a box of pizza. | A group of friends gathered around a box of pizza.
000000279524,Qwen3-VL-4B,"The image depicts a living room with a brown couch, a television, and a coffee table. There is a person standing in the doorway, and the room has a neutral color scheme with beige walls and a wooden floor. A red rug is placed in front of the couch, and there are some decorative items on the couch.","The image depicts a living room with a brown sofa adorned with several pillows, including a red one. In front of the sofa is a rectangular coffee table. To the left of the coffee table, there is a small television set. On the right side of the room, there is a larger television set mounted on a black stand. The room has a wooden floor and a red rug under the coffee table. In the background, there is a white door partially open, revealing a hallway. The walls are","a living room with a brown couch a table and a black cabinet | Photo of a living room with a TV on the floor  and one on a stand, a person standing outside the door way. | The man is going to the door to let his date in. | A man walking past an empty living room.  | a living room with a couch and a tv near a wall"
000000204749,Qwen3-VL-4B,"The image shows a large truck on a highway, as seen through a side mirror. The truck is white and appears to be driving on a multi-lane road with a bridge in the background. The sky is partly cloudy, and the overall scene is captured in a reflective surface, likely the side mirror of the truck.","The image shows a side-view mirror attached to a vehicle, likely a truck. The mirror reflects a view of a road with a white truck in the foreground, a bridge in the background, and a cloudy sky. The road appears to be a multi-lane highway, and the bridge has multiple levels with vehicles on it. The sky is partly cloudy with some blue patches visible.",a truck in the reflection on a car mirror  | A tuck looking out its window in the rain | looking into a truck mirror at another truck morror | the reflection of a white truck in a mirror | a mirror that has a truck in the reflection
000000053624,Qwen3-VL-4B,"The image shows an elephant standing in a water area, possibly a zoo or a wildlife sanctuary. The elephant appears to be drinking water, and there are some rocks and a log nearby. The background includes a sandy area with some vegetation and a few people in the distance.","The image depicts an elephant standing in a shallow pool of water. The elephant appears to be in a zoo or a similar enclosure, as there are barriers and a log in the background. The ground is a mix of dirt and grass, and there are some rocks around the pool. In the background, there are people and some greenery, suggesting an outdoor setting.",A large gray elephant standing on a pool of water. | An elephant is standing in the water drinking it. | An elephant drinking water in an enclosure at a zoo. | An elephant standing in water and drinking it through his trunk.  | Elephant enjoying a drink of water in zoo.
000000545826,Qwen3-VL-4B,"The image shows a black and white cat wearing a blue and white hat with ears, sitting on a cushioned chair. The cat appears to be indoors, and there is a wooden easel and a pink object in the background.","A black and white cat is sitting on a cushioned chair. The cat is wearing a blue and white hat with large ears. The background includes a wooden easel, a pink object, and a white drawer with blue knobs. The room appears to be a living space with various household items.",A black and white cat that is standing on all fours and has an elephant hat on it's head. | A black cat with white paws is standing among some wooden boards and a toy. | A cat is wearing a small elephant hat. | A cat on a stool with something on its head | There is a cat wearing an elephant hat
000000510791,Qwen3-VL-4B,"The image shows a tennis player on a grass court, holding a tennis racket and wearing a white outfit. The player appears to be in a moment of pause or contemplation during a match.","A person is standing on a grass tennis court, wearing a white cap, white shirt, white shorts, and white shoes. They are holding a tennis racket in their right hand and appear to be holding a tennis ball in their left hand. The person is looking downwards, possibly at the ground or their racket. The court has white boundary lines.",Walking the court prepares the tennis player for his upcoming match. | A tennis player walking on a grass court. | A man holding a racquet on top of a tennis court. | a guy walking on a court carrying a stick | a man is holding a tennis racket on a court
000000056070,Qwen3-VL-4B,"The image shows a black and orange motorcycle parked on a cobblestone street. The motorcycle has a large engine and is positioned in front of a yellow parking meter. In the background, there is another motorcycle and a yellow vehicle, possibly a taxi. The scene appears to be in an urban area, with people walking in the background.","The image shows a black and orange motorcycle parked on a cobblestone street. The motorcycle has a large, chrome-engine with a black seat and an orange stripe running along its side. In the background, there is another motorcycle and a yellow parking meter. The scene appears to be in an urban area, with people walking in the background and a yellow vehicle visible in the distance.",A motorcycle parked next to a yellow thing and tree. | A black and orange motorcycle on a sidewalk. | A shiny motorcycle is parked on a city sidewalk. | Two motorcycles parked on a bricked sidewalk against a newspaper rack. | A motorcycle parked next to a yellow object on a sidewalk.
000000294992,Qwen3-VL-4B,"The image depicts a bedroom with a bed, a nightstand, and a window. The bed has a white bedspread and a brown blanket, with a blue pillow and a white pillow on it. The nightstand has a lamp with a white lampshade and some books. The window has yellow curtains, and the walls are painted in a dark blue color with floral decorations. The room also has a dresser and a small table with a vase.","The image depicts a cozy bedroom with a bed that has a white bedspread and a brown blanket. The bed is positioned against a dark blue wall with a floral design. On the bed, there are several pillows, including one with a blue pillowcase. To the right of the bed, there is a wooden nightstand with a lamp on it. The lamp has a white lampshade. The room has a window with yellow curtains, allowing natural light to enter. The floor appears to be carpeted","a view inside a bedroom seeing a bed , table stand and an open window | A bed sitting in a bedroom under a window. | A sofa and a bed are cramped into in a room. | a bedroom with blue walls and yellow details | A room with a bed, window, lamp and curtains. "
000000052462,Qwen3-VL-4B,"The image shows two zebras standing in a grassy field with tall, dry grass. The background features trees and bushes, suggesting a savannah or grassland environment. The zebras appear to be alert and facing the camera, with one zebra slightly in front of the other.","The image shows two zebras standing in a grassy field. The grass is tall and dry, suggesting a savannah or grassland environment. The background includes trees and shrubs, indicating a natural, possibly African, habitat. The zebras are facing the camera, and their stripes are clearly visible. The sky is not visible, and there are no other animals or objects in the immediate vicinity.",Two zebra standing next to each other in a dry grass field. | Two zebras standing in tall savannah grass near forest brush. | Two zebras are walking through tall brown grass. | Two zebras standing in a field of tall grass. | Two zebras roaming through the terrain in a countryside setting.
000000045920,Qwen3-VL-4B,"A baseball player stands on a grassy field, wearing a jersey with the number 33 and a baseball cap. He is holding a baseball glove and appears to be observing the field.","A baseball player stands on a well-maintained grass field. The player is wearing a gray uniform with the number 33 on the back, a blue cap, and a black baseball glove on his left hand. The grass appears freshly cut with a pattern of alternating light and dark stripes. The player is looking to his left, and his shadow is cast on the ground.","A great picture of a person in the stillness motion.
 |  A baseball player standing on top of a field. | A baseball player standing in a field with his glove | A player is standing alone in a ground. | a baseball player standing in the outfield "
000000550552,Qwen3-VL-4B,"The image depicts a well-furnished kitchen and dining area. The kitchen features white cabinets, a wooden ceiling, and a central island with a barstool. The dining area has a round table with a red tablecloth and chairs with floral patterns. The room is decorated with various items, including a clock on the wall, a chandelier, and a vase on the table. The overall atmosphere is warm and inviting, with a festive touch due to the red decorations.","The image depicts a well-furnished kitchen and dining area. The kitchen features white cabinetry, a wooden ceiling, and a central island with a granite countertop. On the island, there are various items including a clock, decorative objects, and a bowl. The kitchen also has a refrigerator, a stove, and a sink. The dining area includes a round wooden table with a red tablecloth, surrounded by patterned chairs. The room is decorated with candles, a floral arrangement, and other decorative","A large kitchen with an  island surrounded by stools. | A real estate photo shows a kitchen with breakfast nook. | A kitchen features two tables and chairs and white interior cabinets and white shudders. | An open, furnished kitchen with dining room table | This kitchen has wooden ceilings and two tables"
000000449114,Qwen3-VL-4B,The image shows a tennis player in action on a tennis court. The player is jumping to hit the tennis ball with a racket. The court has a blue playing area and a green surrounding area. The player is wearing a blue shirt and black shorts. The image captures the dynamic movement and focus of the player during the game.,"The image shows a tennis player in mid-action on a tennis court. The player is leaping to hit a tennis ball with a racket. The court has a blue playing area with white boundary lines. The player is wearing a blue shirt, black shorts, and white shoes. The shadow of the player and the racket is visible on the court, indicating the direction of the light source.",A tennis player jumps and hits a ball. | A man is playing tennis on a tennis court. | a man is playing tennis on a court | A man with a tennis racket with a tennis ball in the air. | The tennis player is returning a difficult serve.
000000473299,Qwen3-VL-4B,"The image shows a person snowboarding down a snowy slope. The snowboarder is wearing a helmet and goggles, and they are in the foreground of the image. Another person is visible in the background, also on a snowboard. The scene is set in a forested area with trees lining the sides of the slope. The overall atmosphere is cold and wintry, with snow covering the ground and the surrounding landscape.","The image depicts a snowy landscape with a person snowboarding down a slope. The snowboarder is wearing a helmet, goggles, and winter clothing, and is in motion, with their snowboard visible beneath them. The background features a forest of evergreen trees, and there is another person in the distance, also engaged in snowboarding. The scene is set in a cold, wintry environment with a clear sky.",A man riding a snowboard on top of a snow covered slope. | A person on a snowboard riding it in the snow. | People riding down the side of a snowy hill. | A pair of skiers on a snowy hillside dressed for cold weather. | A person rides a snowboard in a forest setting.
000000500270,Qwen3-VL-4B,"The image shows a person skateboarding at a skate park during sunset. The park features ramps and rails, and there are several other people in the background, some of whom are also skateboarding. The sky is filled with clouds, and the overall atmosphere is relaxed and casual.","The image depicts a skate park during what appears to be either sunrise or sunset, as indicated by the soft lighting and long shadows. A person is skateboarding on a ramp, with their hair flowing in the wind. The skate park features various ramps and rails, and there are other people in the background, some of whom are also skateboarding. The sky is clear with a gradient of colors, transitioning from a warm hue near the horizon to a cooler tone higher up. Palm trees are visible in the",A woman in black shirt riding a skateboard. | a person skateboarding near a skateboarding park at sunset. | People skateboard around a skate park near rails.  | A man riding a skateboard at a skate park. | A young woman on a skateboard in a skate park
000000147921,Qwen3-VL-4B,"The image depicts a coastal scene with a few people walking and a cyclist on a path near the water. There are several boats in the background, and the sky is clear with a few clouds. The area appears to be a popular spot for leisure activities and relaxation.","The image depicts a coastal scene with a clear blue sky and a calm sea. In the foreground, there is a sandy area with a few people and a cyclist. The middle ground features a boardwalk with a metal railing and a few street lamps. In the background, there are several sailboats and a large boat docked at a pier. The sky is mostly clear with a few scattered clouds.","A beach with umbrellas, boats, and people biking or walking. | A beach scene with a dock and boat at it. | A empty road next to the ocean with lots of boats. | A yacht pulling up to a swimming beach. | A beach front with a yacht in the background."
000000052166,Qwen3-VL-4B,"The image shows a group of people gathered around a rail in a snowy area, possibly a ski resort. One person is performing a trick on the rail, while others watch and take photos. The group consists of both skiers and snowboarders, and they are dressed in winter clothing. The scene appears to be lively and fun, with people enjoying the winter sports and the snowy environment.","The image depicts a group of people gathered on a snowy slope, likely at a ski resort. The crowd is dressed in winter clothing, including jackets, hats, and goggles, indicating cold weather. In the foreground, a person is performing a trick on a rail, with skis attached to their feet. The rail is yellow and black, and the person appears to be in the middle of a jump or trick. The background shows more people watching the performance, some of whom are holding cameras or phones",Professional skier performing tricks for a group of people at a ski resort. | A person on skis up on a rail with a group of people watching. | A crowd watches a skier perform a stunt on a rail. | A group of people watching a person doing a trick on skis. | A group of people watching a skier on a track.
000000478157,Qwen3-VL-4B,"The image shows a group of people sitting on the grass, enjoying ice cream and spending time with their dogs. There are two dogs in the scene, one of which is a poodle. The people are sitting on the grass, and there are a few bottles and cups scattered around them. The atmosphere appears to be relaxed and casual, with the group enjoying a pleasant outdoor gathering.","In the image, there are two people sitting on the grass. One person is holding a small dog, and the other person is holding an ice cream. There is a bag on the ground between them, and a stroller is visible in the background. The scene appears to be outdoors, possibly in a park or a similar setting.",Two people eating corn dogs with two small dogs between them. | A cute furry dog with some people in the grass. | People eating lunch on the ground with their dog.  | Two people eating food sitting on the grass. | Two people with small dogs sit in the grass eating. 
000000075051,Qwen3-VL-4B,"The image shows a bathroom scene with a white toilet and a trash can. The toilet is positioned against a wall, and the trash can is placed to the right of the toilet. The bathroom floor appears to be tiled, and there is a glass partition or door in the background.","The image shows a white toilet with a closed lid, positioned against a wall. The toilet is situated on a tiled floor, and there is a metal trash can placed to the right side of the toilet. The wall behind the toilet is painted in a light color, and there is a frosted glass panel to the left of the toilet. The overall setting appears to be a bathroom.",A small white toilet sitting next to a metal trash can. | A compact toilet and shower of a small bathroom | A close up shot of a white toilet and waste bin. | A small white toilette with the lid closed has a metal trash can on one side and a shower stall on the other. | a toilet bowl and a trash can in a bathroom
000000174871,Qwen3-VL-4B,"A dog is standing on a street with a rat on its back. There are several people in the background, some of whom are taking pictures. The dog appears to be wearing a harness or some kind of gear.","The image shows a street scene with several people and a dog. The dog is wearing a harness and has a small animal, possibly a rat, on its back. The dog appears to be standing on a street or sidewalk, and there are other people in the background, some of whom are taking photos or observing the scene. The setting seems to be an urban area with motorcycles and other vehicles visible in the background.",A photograph of a cat and mouse on top of a dog. | A mouse and cat sit on top of a dog. | Small dog with both a cat and a mouse riding on its back. | Cat and mouse riding on a dog on a busy city street. | a close up of a dog with a cat and a mouse on its back
000000063791,Qwen3-VL-4B,"The image depicts a group of people playing soccer in a park. There are several players on the field, with one player in a red shirt actively kicking the ball. Other players are scattered around, some running and others watching the action. The park has benches, trees, and a fence in the background, and there are a few cars parked nearby. The atmosphere appears to be casual and recreational, with people enjoying a game of soccer in an outdoor setting.","In the image, there is a group of people playing soccer in an outdoor setting, likely a park. The scene includes:

- A person in a pink shirt and black shorts, who appears to be kicking a soccer ball.
- Another person in a red shirt and gray shorts, running towards the ball.
- A person in a blue shirt and white shorts, sitting on a bench in the background.
- A person in a white shirt and dark pants, standing near the bench.
- A person in",A group of men playing soccer in a park. | People outside playing soccer in a park with people watching.  | Two men playing a game of soccer on a grass field. | A group of people playing soccer in a park | Several men playing soccer in a park with a few onlookers.
000000560797,Qwen3-VL-4B,"The image depicts a baseball game in progress, with a group of people standing on the field. One of the individuals is throwing a baseball, while others watch the action. The scene includes various advertisements and banners around the field, including one for Toyota and another for PNC. The atmosphere appears to be lively and engaging, with spectators and players alike enjoying the game.","The image depicts a baseball game in progress. A player in a white uniform with the number 6 and the name ""BERG"" on the back is standing on the field, preparing to catch a baseball. The catcher is also visible, wearing a mask and glove. In the background, there is a large crowd of spectators in the stands. The field is surrounded by various advertisements, including one for Toyota, Legg Mason, and PNC Bank. The scene is set in a stadium with a","NASA men making first, ceremonial pitch at a baseball game. | A NASA astronaut throwing out the first ball at a baseball game | A group of men on a field playing baseball. | A bunch of guys on a baseball field about to throw the ball. | A man standing in front of a group of men getting ready to throw a bass to another man."
000000063144,Qwen3-VL-4B,A person in a wetsuit is riding a surfboard on a wave in the ocean.,"A person in a wetsuit is riding a surfboard on a wave in the ocean. The water is a mix of green and blue hues, indicating the presence of algae or the time of day. The sky is overcast, giving the scene a muted color palette. The surfer is crouched down, balancing on the surfboard, which is partially submerged in the water.",A surferboarder is surfing on a small wave. | The man with a wet suit on is surfing in the water. | A person in a wet suit riding a surf board  | A man surfs a small wave in calm waters. | THERE IS A MAN ON THE SURF BOARD ON THE WAVES
000000220981,Qwen3-VL-4B,"The image shows a creative and humorous setup where a toy figure, resembling a robot or a character, is holding a smartphone. The smartphone has a sad face drawn on its screen, and the figure appears to be holding a large, exaggerated tooth in its other hand. The background includes a garden or outdoor setting with plants and a fence.","The image shows a figurine holding a smartphone. The smartphone has a sad face drawn on its screen, with two curved lines for eyebrows and a straight line for a mouth. The figurine appears to be made of a blue material and is holding a large, curved object in its right hand, which resembles a bone or a similar item. The background includes a wooden fence and some greenery, suggesting an outdoor setting.",A sad smart phone holding a half a banana. | A figurine that holds an iPhone stands on a table. | a phone with arms holding a piece of banana. | A comical face on a cellphone with a body on it. | An iPhone with a sad face and arms and legs attached.
000000379475,Qwen3-VL-4B,"The image shows a desk with two laptops, one on the left and one on the right. The desk is cluttered with various items, including books, papers, and other office supplies. The wall behind the desk is decorated with numerous posters and pictures, creating a vibrant and eclectic atmosphere. The posters include a mix of artistic and promotional content, adding a personal touch to the workspace.","The image shows a workspace with a desk cluttered with various items. On the desk, there are two laptops, one open and displaying a webpage, and another closed. There are also several books and a CD case. The wall behind the desk is adorned with numerous posters and photographs, creating a collage of images. The posters include a mix of artistic and promotional content. The room has a cozy, lived-in feel, with string lights hanging from the ceiling, adding a decorative touch.",A couple of laptop computers sitting on top of a desk. | A home work station with two laptop computers on it. | Two lap tops set up on a desk in front of a decorated wall. | A computer desk with laptops on it with many photos on the wall behind it . | A desk scene with two laptops and pictures on the wall.
000000113294,Qwen3-VL-4B,"The image depicts a man standing on a rocky shore, holding onto a rope that is attached to a small boat floating in the water. The boat appears to be a fishing boat, and there are several buoys scattered around the water, indicating a designated area for fishing or navigation. The scene is set in a calm body of water, possibly a lake or a coastal area.","A man is standing on a rocky shore, holding onto a rope that is attached to a small boat in the water. The boat is partially submerged and appears to be tied to the shore. There are several buoys floating on the water, and another boat is visible in the background. The scene is set in a calm body of water, possibly a lake or a coastal area.",A man tying a boat to a shore line by the water. | the man ties off his small fishing boat in the sea | A man is pulling up a sailboat to dock it on the shore. | A man is holding onto the ropes on his boat | Man tending to small boat on large waterway.
000000536426,Qwen3-VL-4B,"The image shows a fire hydrant on a grassy area next to a street. There is a traffic cone placed near the hydrant, and the scene appears to be in a residential area with houses and trees in the background.","The image shows a fire hydrant on a grassy area near a curb. There is a traffic cone with a red base and white stripes placed on a pink base next to the hydrant. The scene appears to be in a residential area with a street and houses in the background. The image has a blue tint, giving it a slightly surreal or artistic look.",A photo of a fire hydrant with a cone next to it. | The view of red traffic cone near a fire hydrant. | A FIRE HYDRANT AND WARNING  CONE SITTING ON THE CORNER | A traffic cone in the grass beside a fire hydrant. | a fire hydrant sits next to a street cone 
000000231088,Qwen3-VL-4B,"The image shows a collection of colorful umbrellas hanging in the air against a clear blue sky. The umbrellas are of various colors, including blue, green, red, and white. They are arranged in a way that creates an interesting visual effect, with some umbrellas overlapping or appearing to be suspended in mid-air. The background features a building with a yellow and white facade, adding to the overall vibrant and lively atmosphere of the scene.","The image shows a collection of colorful umbrellas suspended in the air against a clear blue sky. The umbrellas are of various colors, including blue, green, red, and white. They are arranged in a way that they appear to be floating or hanging, with some umbrellas overlapping or intersecting with others. The umbrellas are attached to strings or wires, suggesting they are part of an outdoor display or installation. The background includes a building with a yellow and white facade and a red-tiled",6 open umbrellas of various colors hanging on a line | The sun shining through different colored umbrellas.  | Multi-colored umbrellas hung like a mobile on a wire | Six umbrellas floating in the air near a building. | Several umbrellas of different colors are hanging in the sun.
000000545475,Qwen3-VL-4B,"A cat is sleeping on a pile of shoes, including sneakers and dress shoes, on a doormat.","A cat is sleeping on a doormat surrounded by various shoes. The shoes include a pair of black sneakers, a pair of white sneakers, and a pair of black dress shoes. The cat is positioned near the black dress shoes, and the doormat has a patterned design. The shoes are placed on a tiled floor.",A cat thats lieing in a pile of shoes by the door.  | a kitty laying among four pair of shoes | A cat that is laying next to a bunch of shoes. | A cat is surrounded by a pile of shoes. | A cat laying on many shoes on a brown rug. 
