image_id,model,baseline_caption,grounded_caption,reference_captions
000000457229,LLaVA-1.5-7B,"The image features a person riding a horse on a beach. The person is wearing a white shirt and is positioned in the middle of the scene. The horse is standing on the sand, and the beach extends to the horizon. The scene is serene and picturesque, with the ocean waves gently lapping on the shore.","A person is riding a horse on a beach, with the ocean in the background. The horse and rider are the main focus of the image, creating a serene and picturesque scene.",A person on a horse is down by the ocean. | A person riding a horse on top of  a sandy beach. | A person rides a horse on the beach by the water. | A woman on a horse on the shore of the ocean  | A person is sitting on a horse on a beach.
000000453013,LLaVA-1.5-7B,"The image features a white teddy bear sitting in a wooden chair, holding a brown teddy bear in its arms. The brown teddy bear is wearing a blue shirt, and both bears appear to be enjoying each other's company. The wooden chair is placed in a room, and the scene creates a warm and cozy atmosphere.","The image features a white teddy bear sitting in a wooden chair, with a smaller brown teddy bear sitting on its lap. The white teddy bear is wearing a blue shirt, and the brown teddy bear is wearing a tie. The scene appears to be a cozy and playful arrangement of the two stuffed animals.","A large teddy bear with a smaller teddy sitting in a rocking chair. | Two teddy bears, one a police officer bear sitting in the lap of the other, a white bear, both of them sitting on a wooden chair. | a teddy bear in a cop uniform sitting on the lap of another teddy bear  | Two teddy bears sit on a rocking chair. | Large teddy bear with smaller on in lap sitting on rocking chair."
000000200739,LLaVA-1.5-7B,"The image is a black and white photo of a city street with a horse-drawn carriage parked on the sidewalk. The carriage is positioned near the center of the scene. There are several people in the image, with one person standing close to the left side of the photo, another person near the right side, and a third person in the middle of the scene.

In addition to the horse-drawn carriage, there are two trucks visible in the photo.","The image is a black and white photo of a city street with a horse-drawn carriage parked on the sidewalk. The carriage is positioned near the center of the scene. There are several people in the image, with one person standing close to the left side of the photo, another person near the right side, and a third person in the middle of the scene.

In addition to the horse-drawn carriage, there are two trucks visible in the image.","A photo with many buildings off of a street with trucks parked in front. | An old picture of a scene in a city  | A black and white picture of a building with horses, wagons, and vehicles parked on the side of the road.  | This an old fashion picture of trucks and a horse drawn carriage in front of some apartment buildings. | A horse pulling a cart with luggage and a truck nearby in a city street"
000000376767,LLaVA-1.5-7B,"The image features a large, ornate clock tower with a clock on each side. The clocks are positioned at different angles, adding to the tower's architectural charm. The tower is part of a building, and there are two flags flying in front of it, one on the left side and the other on the right side. The scene is set against a cloudy sky, giving the tower a dramatic appearance.","The image features a large clock tower with a clock on the side of a building. The clock is prominently displayed, and the building has a unique design. The clock is positioned at the top of the tower, making it easily visible to passersby. The building's architecture and the clock's presence create an interesting focal point in the scene.",A large building with a clock on it's face and a bird statue on top. | This is a picture of an ornate building with a statue of an eagle on top. | A COLORFUL BUILDING WITH A CLOCK TOWER HAS WAVING FLAGS. | A clock tower on an official building with an eagle on top | A train station with an eagle statue at the top. 
000000053748,LLaVA-1.5-7B,"The image features a giraffe standing next to a truck, possibly a jeep, in a grassy area. The giraffe appears to be looking at the truck, possibly curious about the vehicle. The truck is parked in the middle of the scene, with the giraffe standing on the left side of the truck.","In the image, a giraffe is standing next to a truck, possibly observing the vehicle. The truck is parked in a grassy area, and there is a person inside the truck. The scene also includes a backpack and a suitcase, which are placed near the truck. The giraffe appears to be looking at the truck, creating an interesting interaction between the animal and the human-made vehicle.",A tall giraffe studding next to a  parked truck. | a giraffe looking at a safari truck driving past | A giraffe is standing alongside the road staring at an oncoming vehicle. | A giraffe in a grassy area next to a jeep.  | a giraffe standing next to a tour jeep
000000154854,LLaVA-1.5-7B,"The image depicts a busy city street at dusk, with a mix of cars and traffic lights. There are several cars in various positions along the street, and multiple traffic lights are visible, ensuring the smooth flow of traffic. The scene also features a clock tower, adding a touch of architectural charm to the urban landscape.","The image depicts a busy street scene with multiple cars and a bus. There are at least six cars visible, with some parked and others driving. A bus is also present on the street. Traffic lights are scattered throughout the scene, with at least five of them visible.

In addition to the vehicles, there are two pedestrians in the image, one near the left side and the other closer to the right side. A bench can be seen on the left","A view of a street, with a church in the horizon. | A street with many cars stopped at a traffic light. | a street a fence people cars and traffic lights | A building in the distance bathed in sunlight | Several cars driving down the road near a fence."
000000356612,LLaVA-1.5-7B,"The image depicts a busy street scene with a herd of cattle walking down the road. There are several cows of various sizes, some closer to the foreground and others further back. 

In addition to the cattle, there are multiple cars and a bus on the street. A truck is also present, driving down the road. A person can be seen standing near the middle of the scene, possibly observing the cattle or waiting for the traffic to pass.","The image depicts a busy street scene with a white truck driving down the road. There are several cows walking down the street, with some of them positioned in front of the truck. The cows are spread out along the street, with some closer to the truck and others further away. The truck is the main focus of the scene, as it moves down the road with the cows following behind.",Several black bulls are walking down the street. | The bulls are walking down the street in front of cars.  | A herd of cows walking down a city street. | A group of cows walking in front of several cars. | A group of bulls riding on the street along with cars and buses and a man on a bike giving an girl a ride.
000000001779,LLaVA-1.5-7B,"The image features a street sign for Edloe Street, located on a street corner. The street sign is attached to a metal pole, and it is positioned next to a building. The scene also includes a traffic light, which is situated near the pole with the street sign.","The image features a street sign on a pole, indicating the intersection of Edloe Street and Westpark Drive. The street sign is positioned in front of a building, and there are two traffic lights visible in the scene. One traffic light is located on the left side of the image, while the other is on the right side.",An intersection with a street sign and a building and palm trees in the background. | a couple of signs on a pole outside a building | A couple of green street signs hanging from a traffic light. | A street sign on the corner outside a Spanish style building. | A street sign on a street corner 
000000366782,LLaVA-1.5-7B,"The image features a large white boat sailing on a river, with a man standing on the dock, watching the boat pass by. The boat is surrounded by several people, some of whom are standing on the dock, while others are seated on the boat. The scene captures the excitement of the boat's journey and the onlookers' interest in the event.","The image features a large white boat sailing on a river, with a man standing on the dock, possibly waving at the boat. The boat is surrounded by several people, some of whom are sitting on the boat, while others are standing or sitting on the dock. The scene captures the essence of a leisurely day on the water, with people enjoying the view and the boat's presence.",A man is standing on a dock near water with a passenger boat going by large buildings in the background. | a small boat in al arge body of water  | a black and white boat water people and a clock | The boat is gliding threw the water.  | A yacht passes by some buildings on the shore.  
000000249219,LLaVA-1.5-7B,"The image features a large red and white bus driving down a street. The bus is positioned in the middle of the scene, occupying a significant portion of the image. The street is lined with trees, providing a pleasant atmosphere. There are also a few cars visible in the background, adding to the overall traffic scene.","A large red and white bus is driving down a street, passing by a house. The bus is the main focus of the image, occupying a significant portion of the scene.","A double decker bus driving down the road. | This is a double-decker bus shown in a tropical area. | A double decker bus driving down a city street. | A double decker red white and purple bus | A double decker tour bus with the logo ""SBS Transit"". "
000000428291,LLaVA-1.5-7B,"The image features a dining table set for a meal. The table is adorned with a variety of food items, including sandwiches, salads, and fries. There are multiple plates, cups, and utensils arranged on the table, such as forks, knives, and spoons. Additionally, there are a few bottles and a vase placed on the table, adding to the overall presentation. The table is surrounded by chairs, and","The image features a dining table set for a meal. The table is adorned with a variety of food items, including sandwiches, salads, and fries. There are multiple plates, cups, and utensils arranged on the table, such as forks, knives, and spoons. Additionally, there are several bottles placed around the table, possibly containing beverages. The table is surrounded by chairs, with one chair positioned on",A table prepared with food is seen in this image. | A table full of food with a glass of water. | A table with several plates of food on it. | One plate has sandwiches and fries and two other plates have dark green salads.  | The food is ready to be eaten on the table.
000000268394,LLaVA-1.5-7B,"The image features a red cake shaped like a truck, placed on a dining table. The cake is the main focus of the scene, and it appears to be a delicious dessert. The table occupies most of the image, with the cake taking up a significant portion of the space.","A red cake is displayed on a table, shaped like a truck. The cake is placed next to a slice of red cake, creating a visually appealing presentation. The table is made of wood, and the cake is the main focus of the scene.",A truck cake sitting next to a Ford emblem cake. | A cake made to look like an old truck. | A truck and a cake on a table. | a close up of a cake in the shape of a truck | The large cakes are shaped like a pickup truck and a Chevy insignia.
000000398066,LLaVA-1.5-7B,"The image captures a baseball game in progress, with a man in a red shirt swinging a baseball bat at a ball. Another person is standing nearby, possibly waiting for their turn to bat. The scene takes place in a park, with a city skyline visible in the background. The baseball bat is positioned in the middle of the scene, and the sports ball is located towards the right side of the image.","The image captures a baseball game in progress. A man is swinging a baseball bat, attempting to hit the ball. Another person is standing nearby, possibly waiting for their turn to bat. The scene takes place in a park, with a bench visible in the background. The baseball bat is positioned in the middle of the scene, and the sports ball is located towards the right side of the image.",A young man holding a baseball in front of a pitcher. | A batter is practicing his swing shirtless on a dirt lot. | A baseball player taking a swing at a ball | A shirtless man with a baseball bat being pitched to. | an image of a man about to swing at a ball
000000523780,LLaVA-1.5-7B,"The image shows a group of people skiing down a snowy hill in front of a large building. There are three people in the scene, with one person closer to the left side, another in the middle, and the third person on the right side. They are all wearing skis and appear to be enjoying their time on the snow-covered ground.","The image shows a group of three people skiing down a snowy hill in front of a large building. They are wearing skis and appear to be enjoying their time on the snow-covered ground. The building is situated behind them, and the scene captures the excitement of winter sports.",Two people skiing right up to a big lodge. | Two men skiing down a slick slope next to large building. | A couple of people riding skis down a walkway. | Two people on cross country skis passing by a building. | a person walking on snow covered road  while wearing skis.
000000458177,LLaVA-1.5-7B,"The image features two brown bears walking through a grassy field. They are surrounded by tall grass and flowers, creating a picturesque scene. The bears appear to be exploring the area, possibly searching for food or simply enjoying their surroundings.","The image features two brown bears walking through a grassy field. They are both looking down at the ground, possibly searching for food. The bears are positioned close to each other, with one slightly behind the other. The field is filled with grass, providing a natural habitat for the bears.",Two brown bear cubs in a grassy area with flowers. | Two brown bears are walking through a field of tall grass. | Two bear cubs foraging side by side in a field. | Two small bears are grazing in the open field | There are two baby bears in a field.
000000145747,LLaVA-1.5-7B,"The image features a serene lake with several boats floating on the water. There are three boats in the foreground, with one boat closer to the left side of the lake, another boat in the middle, and the third boat on the right side. 

In the background, there are two more boats, one located near the center of the lake and the other towards the right side. The scene is set against a beautiful mountain backdrop, creating a picturesque and peaceful atmosphere.","The image features a serene lake with several boats floating on the water. There are three boats in the foreground, with one boat closer to the left side of the lake and the other two boats positioned more towards the center. 

In the background, there are two more boats, one located near the right edge of the lake and the other further back. The scene is set against a backdrop of trees, creating a picturesque and peaceful atmosphere.",A large lake filled with small white boats near a forest. | a number of small boats in a large body of water  | a couple of boats are sitting in the water | Three boats in the water are near each other.  | Three boats on a lake on a fall day.
000000179141,LLaVA-1.5-7B,"A group of five people is sitting around a dining table, enjoying a pizza together. They are all smiling and posing for a picture. The table is set with cups, a fork, and a knife. The pizza is placed in the center of the table, and the people are positioned around it, creating a warm and friendly atmosphere.","A group of five people is sitting around a dining table, enjoying a pizza together. They are smiling and posing for a picture. The table is set with cups, a fork, and a knife. The pizza is placed in a box, and there is a bottle on the table as well. The people are sitting on chairs, with one person on the left side, two on the right side, and one person in the middle.",Four people are smiling together over a box of pizza. | two women and two men smiling over a pizza  | Smiling people indoors posing with a delivery pizza. | Four people at a wooden table sitting around a box of pizza. | A group of friends gathered around a box of pizza.
000000279524,LLaVA-1.5-7B,"The image depicts a living room with a couch, a television, and a coffee table. The room is clean and well-organized, with a red rug on the floor. A man is standing in the doorway, possibly observing the room or preparing to enter. The living room is connected to a dining room, which features a dining table and chairs.","The image features a living room with a couch, a television, and a coffee table. A man is standing in the doorway, possibly entering or leaving the room. The room is decorated with a red rug, and there is a remote control placed on the coffee table. The television is located on the left side of the room, and the couch is positioned on the right side.","a living room with a brown couch a table and a black cabinet | Photo of a living room with a TV on the floor  and one on a stand, a person standing outside the door way. | The man is going to the door to let his date in. | A man walking past an empty living room.  | a living room with a couch and a tv near a wall"
000000204749,LLaVA-1.5-7B,"The image features a large truck driving down a highway. The truck is captured in a side mirror, which provides a unique perspective of the vehicle. The mirror shows the truck's side view, including the driver and the surrounding environment.

In addition to the truck, there are several cars visible in the scene, with one car located behind the truck and others scattered along the highway. The presence of multiple vehicles suggests a busy roadway.","The image features a large truck driving down a highway. The truck is visible in the mirror, which is positioned on the side of the vehicle. The mirror reflects the truck and the highway, providing a clear view of the surroundings.",a truck in the reflection on a car mirror  | A tuck looking out its window in the rain | looking into a truck mirror at another truck morror | the reflection of a white truck in a mirror | a mirror that has a truck in the reflection
000000053624,LLaVA-1.5-7B,"The image features an elephant standing in a watering hole, drinking water from a pond. The elephant is the main focus of the scene, and it appears to be enjoying the water. 

In the background, there are several people observing the elephant from a safe distance. Some of them are standing closer to the elephant, while others are further away. The scene captures the interaction between the elephant and the onlookers","The image features an elephant standing in a watering hole, drinking water from a pond. The elephant is the main focus of the scene, and it appears to be enjoying the water. 

In the background, there are several people observing the elephant from a distance. Some of them are standing closer to the elephant, while others are further away. The people seem to be interested in the elephant's actions and enjoying",A large gray elephant standing on a pool of water. | An elephant is standing in the water drinking it. | An elephant drinking water in an enclosure at a zoo. | An elephant standing in water and drinking it through his trunk.  | Elephant enjoying a drink of water in zoo.
000000545826,LLaVA-1.5-7B,"A black and white cat is wearing a blue elephant hat. The cat is sitting on a chair, and the hat is covering its face. The chair is positioned in the middle of the scene, and the cat is occupying the lower part of the image.","A black and white cat is wearing a blue elephant hat. The cat is sitting on a chair, and there is a pink yoga mat nearby.",A black and white cat that is standing on all fours and has an elephant hat on it's head. | A black cat with white paws is standing among some wooden boards and a toy. | A cat is wearing a small elephant hat. | A cat on a stool with something on its head | There is a cat wearing an elephant hat
000000510791,LLaVA-1.5-7B,"A tennis player is standing on a tennis court, holding a tennis racket. He is wearing a white shirt and shorts, and appears to be preparing to play a game. The tennis court is surrounded by grass, and there is a sports ball visible in the scene.","A man wearing a white shirt and white shorts is standing on a tennis court, holding a tennis racket. He appears to be preparing to play a game of tennis. The tennis court is surrounded by grass, and there is a sports ball visible in the scene.",Walking the court prepares the tennis player for his upcoming match. | A tennis player walking on a grass court. | A man holding a racquet on top of a tennis court. | a guy walking on a court carrying a stick | a man is holding a tennis racket on a court
000000056070,LLaVA-1.5-7B,"The image features a black and orange motorcycle parked on a sidewalk. The motorcycle is positioned next to a yellow parking meter. In the background, there are two more motorcycles, one of which is parked further away.

There are several people in the scene, with one person standing close to the left side of the motorcycle, another person near the center, and two more people on the right side of the image. Additionally, there is a car park","The image features a black and orange motorcycle parked on a sidewalk. The motorcycle is positioned next to a yellow parking meter. In the background, there are two other motorcycles, one of which is parked further away. Additionally, there are two cars visible in the scene, one parked behind the motorcycle and the other one parked in the background.",A motorcycle parked next to a yellow thing and tree. | A black and orange motorcycle on a sidewalk. | A shiny motorcycle is parked on a city sidewalk. | Two motorcycles parked on a bricked sidewalk against a newspaper rack. | A motorcycle parked next to a yellow object on a sidewalk.
000000294992,LLaVA-1.5-7B,"The image features a neatly made bed in a bedroom. The bed is adorned with a white comforter and a blue pillow. The room is well-lit, with sunlight streaming through a window, creating a warm and inviting atmosphere.

In addition to the bed, there is a chair located near the bed, and a book placed on the bed. A clock can be seen on the wall, and a vase is present in the room, adding to","The image features a neatly made bed with a white comforter and blue pillows. The bed is situated in a bedroom with a blue wall and a window. A lamp is placed on a nightstand next to the bed, providing lighting for the room. There are several books scattered around the room, possibly indicating a reading area or a study space. Additionally, a clock can be seen on the wall, helping to keep track of time.","a view inside a bedroom seeing a bed , table stand and an open window | A bed sitting in a bedroom under a window. | A sofa and a bed are cramped into in a room. | a bedroom with blue walls and yellow details | A room with a bed, window, lamp and curtains. "
000000052462,LLaVA-1.5-7B,"The image features two zebras standing in a grassy field. They are positioned close to each other, with one zebra on the left side and the other on the right side of the frame. The zebras are surrounded by tall grass, which adds to the natural setting of the scene.","The image features two zebras standing in a grassy field. They are positioned close to each other, with one zebra on the left side and the other on the right side of the frame. The zebras appear to be looking in the same direction, possibly observing something in the distance. The field is filled with tall grass, providing a natural habitat for the zebras.",Two zebra standing next to each other in a dry grass field. | Two zebras standing in tall savannah grass near forest brush. | Two zebras are walking through tall brown grass. | Two zebras standing in a field of tall grass. | Two zebras roaming through the terrain in a countryside setting.
000000045920,LLaVA-1.5-7B,"A baseball player is standing on a grassy field, wearing a baseball uniform and a baseball glove. The field is covered with grass, and the player appears to be looking at the camera.","A baseball player wearing a gray uniform stands on a grassy field. He is holding a baseball glove, possibly preparing for a game or practice. The field is covered with grass, and the player is the main focus of the image.","A great picture of a person in the stillness motion.
 |  A baseball player standing on top of a field. | A baseball player standing in a field with his glove | A player is standing alone in a ground. | a baseball player standing in the outfield "
000000550552,LLaVA-1.5-7B,"The image showcases a large, well-lit kitchen with a wooden dining table surrounded by chairs. The table is adorned with a red tablecloth, and there are several chairs placed around it. The kitchen features a refrigerator, an oven, and a sink, as well as a clock on the wall.

In addition to the main furniture, there are various items scattered throughout the kitchen. A vase can be seen on the counter,","The image showcases a large, well-lit kitchen with a wooden dining table surrounded by chairs. The table is adorned with a red tablecloth, and there are multiple chairs placed around it. The kitchen features a refrigerator, an oven, and a sink.

In addition to the main elements, there are several decorative items in the kitchen, such as a clock on the wall, a vase, and a bowl. A p","A large kitchen with an  island surrounded by stools. | A real estate photo shows a kitchen with breakfast nook. | A kitchen features two tables and chairs and white interior cabinets and white shudders. | An open, furnished kitchen with dining room table | This kitchen has wooden ceilings and two tables"
000000449114,LLaVA-1.5-7B,"The image captures a tennis player in action, swinging a tennis racket to hit a sports ball. The player is in the middle of the court, and the ball is positioned close to the player. The tennis racket is held in a raised position, ready to make contact with the ball. The scene is dynamic and showcases the player's skill and focus on the game.","A man is playing tennis on a court, swinging his racket to hit a tennis ball. He is wearing a blue shirt and black shorts. The tennis ball is in the air, close to the man. The scene captures the dynamic movement of the tennis player as he attempts to make a successful shot.",A tennis player jumps and hits a ball. | A man is playing tennis on a tennis court. | a man is playing tennis on a court | A man with a tennis racket with a tennis ball in the air. | The tennis player is returning a difficult serve.
000000473299,LLaVA-1.5-7B,"The image captures a snowy scene with a person riding a snowboard down a snow-covered slope. Another person is also present in the scene, standing on the snow-covered ground. The snowboarder is wearing a hat, and the snowboard is visible beneath them. The overall atmosphere of the image is that of a fun and exciting winter activity.","The image captures a snowy scene with a woman riding a snowboard down a snow-covered slope. She is wearing a black jacket and appears to be enjoying her time on the snowboard. Another person can be seen in the background, possibly watching the woman snowboard or waiting for their turn. The snowboard is clearly visible, as is the woman's snowboarding gear.",A man riding a snowboard on top of a snow covered slope. | A person on a snowboard riding it in the snow. | People riding down the side of a snowy hill. | A pair of skiers on a snowy hillside dressed for cold weather. | A person rides a snowboard in a forest setting.
000000500270,LLaVA-1.5-7B,"The image captures a young woman riding a skateboard at a skate park. She is skillfully navigating the park, possibly performing tricks or simply enjoying the ride. The skate park features a variety of ramps and structures, providing a suitable environment for skateboarding.

In addition to the main skateboarder, there are several other people in the park, some of whom are also riding skateboards. A bicycle can also","A woman is riding a skateboard at a skate park, possibly performing a trick. The park features a cement ramp and a metal railing. There are several other people in the park, some of them also riding skateboards. Additionally, there are two bicycles in the scene, one near the center and the other towards the right side.",A woman in black shirt riding a skateboard. | a person skateboarding near a skateboarding park at sunset. | People skateboard around a skate park near rails.  | A man riding a skateboard at a skate park. | A young woman on a skateboard in a skate park
000000147921,LLaVA-1.5-7B,"The image depicts a lively scene at a harbor with several people walking around. There are at least 12 people visible in the scene, some of them carrying backpacks. The harbor is bustling with activity, as there are multiple boats of varying sizes scattered throughout the water.

In addition to the people and boats, there are two benches situated near the water, providing a place for people to sit and enjoy the view. The overall atmosphere of the","The image features a beach area with a group of people standing near the water. Some of them are wearing backpacks, and a few are carrying handbags. The beach is lined with benches, and there are several boats visible in the water. The scene is bustling with activity, and the atmosphere appears to be lively and enjoyable.","A beach with umbrellas, boats, and people biking or walking. | A beach scene with a dock and boat at it. | A empty road next to the ocean with lots of boats. | A yacht pulling up to a swimming beach. | A beach front with a yacht in the background."
000000052166,LLaVA-1.5-7B,"The image captures a skiing competition where a man is skiing down a rail, while a crowd of people watches the event. The spectators are spread out around the scene, with some standing closer to the rail and others further away. The skier is in the center of the scene, with his skis visible as he navigates the rail. The atmosphere is lively, as everyone seems to be enjoying the exciting skiing event.","The image captures a skiing event where a man is performing a trick on a rail. He is wearing a green jacket and is in the middle of the action. The scene is filled with people, some of whom are watching the performance, while others are standing around.

There are several pairs of skis visible in the scene, with one pair near the man performing the trick and another pair further away. A backpack can be seen placed on the ground, and a hand",Professional skier performing tricks for a group of people at a ski resort. | A person on skis up on a rail with a group of people watching. | A crowd watches a skier perform a stunt on a rail. | A group of people watching a person doing a trick on skis. | A group of people watching a skier on a track.
000000478157,LLaVA-1.5-7B,"The image shows a group of people sitting on the grass, enjoying a picnic. There are several dogs present, with one dog lying on the ground and another dog sitting on the grass. The people are eating and drinking, with a few cups and bottles scattered around the area. The scene is lively and full of enjoyment.","In the image, a group of people is sitting on the grass, enjoying a picnic. There are two dogs present, one of which is lying on the ground, while the other is sitting. A woman is eating a hot dog, and there are multiple cups and bottles scattered around the area. A handbag is also visible, placed on the ground. The scene is lively and filled with people and pets enjoying their time outdoors.",Two people eating corn dogs with two small dogs between them. | A cute furry dog with some people in the grass. | People eating lunch on the ground with their dog.  | Two people eating food sitting on the grass. | Two people with small dogs sit in the grass eating. 
000000075051,LLaVA-1.5-7B,"The image features a white toilet with a closed lid, placed in a bathroom. The toilet is situated next to a trash can, which is filled with trash. The bathroom also has a sink and a mirror, which can be seen in the background.","The image features a white toilet with a closed lid, placed in a bathroom. The toilet is situated next to a trash can, which is filled with waste. The bathroom also has a sink and a mirror, completing the bathroom setup.",A small white toilet sitting next to a metal trash can. | A compact toilet and shower of a small bathroom | A close up shot of a white toilet and waste bin. | A small white toilette with the lid closed has a metal trash can on one side and a shower stall on the other. | a toilet bowl and a trash can in a bathroom
000000174871,LLaVA-1.5-7B,"The image features a black dog with a white mouse on its back, walking down a street. The dog is wearing a harness, and the mouse is sitting on its back. There are several people in the scene, some of them standing close to the dog and mouse, while others are further away.

In the background, there are two motorcycles parked on the side of the street. Additionally, there is a handbag placed on the ground near the center of the scene","The image features a dog with a mouse on its back, walking down a street. The dog is wearing a harness, and the mouse is sitting on its back. There are several people in the scene, some of whom are standing or walking nearby. A motorcycle is parked on the left side of the image, and a handbag can be seen on the ground. The overall atmosphere suggests a lively street scene with people and animals interacting.",A photograph of a cat and mouse on top of a dog. | A mouse and cat sit on top of a dog. | Small dog with both a cat and a mouse riding on its back. | Cat and mouse riding on a dog on a busy city street. | a close up of a dog with a cat and a mouse on its back
000000063791,LLaVA-1.5-7B,"The image depicts a group of men playing soccer on a grassy field. There are at least 12 people in the scene, with some of them actively participating in the game. A sports ball is visible in the middle of the field, and a bench can be seen on the left side of the field.

In the background, there are several cars parked, with a total of 11 cars visible. Some of the cars are parked closer","The image depicts a group of men playing soccer on a field. There are several players actively engaged in the game, with one player running towards the soccer ball. The soccer ball is located towards the right side of the field.

In the background, there are multiple cars parked, with some closer to the left side of the field and others further away. A bench can be seen on the left side of the field, providing a place for players to rest",A group of men playing soccer in a park. | People outside playing soccer in a park with people watching.  | Two men playing a game of soccer on a grass field. | A group of people playing soccer in a park | Several men playing soccer in a park with a few onlookers.
000000560797,LLaVA-1.5-7B,"The image features a group of men standing on a baseball field, with some of them wearing blue jumpsuits. They are posing for a picture, and one of the men is holding a baseball. The scene takes place in front of a large stadium, where a crowd of people is watching the event. The stadium has a variety of advertisements displayed on its walls, creating a lively atmosphere.","The image features a group of men standing on a baseball field, with some of them wearing blue jackets. They are posing for a picture, and one of the men is holding a baseball. The scene takes place in front of a large stadium, where a crowd of people is watching the game. The spectators are scattered around the field, with some standing closer to the action and others further away.","NASA men making first, ceremonial pitch at a baseball game. | A NASA astronaut throwing out the first ball at a baseball game | A group of men on a field playing baseball. | A bunch of guys on a baseball field about to throw the ball. | A man standing in front of a group of men getting ready to throw a bass to another man."
000000063144,LLaVA-1.5-7B,A man is surfing on a wave in the ocean. He is wearing a black wetsuit and riding a white surfboard. The scene is captured in a black and white photo.,"A man is surfing on a wave in the ocean. He is wearing a black wetsuit and riding a white surfboard. The wave is relatively small, and the man appears to be skillfully navigating it.",A surferboarder is surfing on a small wave. | The man with a wet suit on is surfing in the water. | A person in a wet suit riding a surf board  | A man surfs a small wave in calm waters. | THERE IS A MAN ON THE SURF BOARD ON THE WAVES
000000220981,LLaVA-1.5-7B,"The image features a cell phone with a blue face, placed on a table. The phone is positioned in such a way that it appears to be holding a tooth, possibly a bone or a piece of a bone. The scene is quite unusual and intriguing.","A blue robot is holding a cell phone in its hand. The cell phone is displaying a blue screen. The robot is positioned on a table, and there is a potted plant nearby.",A sad smart phone holding a half a banana. | A figurine that holds an iPhone stands on a table. | a phone with arms holding a piece of banana. | A comical face on a cellphone with a body on it. | An iPhone with a sad face and arms and legs attached.
000000379475,LLaVA-1.5-7B,"The image features a cluttered desk with a laptop computer sitting on top of it. The desk is surrounded by various items, including a keyboard, a mouse, and a cell phone. There are also several books scattered around the desk, adding to the cluttered appearance.

In addition to the desk items, the wall is adorned with a collection of pictures, creating a visually interesting and personalized space.","The image features a desk with a laptop computer on it. The laptop is open and has a keyboard in front of it. There are several books scattered around the desk, with some placed on the left side and others on the right side. A person can be seen in the background, possibly working or studying. The desk is situated in a room with a wall full of pictures, creating a visually engaging environment.",A couple of laptop computers sitting on top of a desk. | A home work station with two laptop computers on it. | Two lap tops set up on a desk in front of a decorated wall. | A computer desk with laptops on it with many photos on the wall behind it . | A desk scene with two laptops and pictures on the wall.
000000113294,LLaVA-1.5-7B,"The image features a man standing on a rocky shore, holding onto a boat that is tied to the shore. The boat is positioned in the water, and the man appears to be preparing to launch it. The scene also includes a few other boats in the water, adding to the overall atmosphere of the location.","A man is pulling a boat into the water, while another person is standing nearby. The boat is positioned close to the shore, and there are several other boats in the water, some of which are further away. The scene also includes a few people scattered around the area, possibly enjoying the day or assisting with the boat launch.",A man tying a boat to a shore line by the water. | the man ties off his small fishing boat in the sea | A man is pulling up a sailboat to dock it on the shore. | A man is holding onto the ropes on his boat | Man tending to small boat on large waterway.
000000536426,LLaVA-1.5-7B,"The image features a fire hydrant situated on the side of a street. The fire hydrant is painted white and is located near the curb. A bright orange traffic cone is placed next to the fire hydrant, possibly to indicate a hazard or to mark a specific area. The scene also includes a car parked further down the street.","The image features a fire hydrant situated on the side of a street. The fire hydrant is painted white and has a red cone placed in front of it. The scene also includes a stop sign and a car parked nearby. The street is lined with trees, providing a pleasant atmosphere.",A photo of a fire hydrant with a cone next to it. | The view of red traffic cone near a fire hydrant. | A FIRE HYDRANT AND WARNING  CONE SITTING ON THE CORNER | A traffic cone in the grass beside a fire hydrant. | a fire hydrant sits next to a street cone 
000000231088,LLaVA-1.5-7B,"The image features a row of colorful umbrellas hanging from a wire. There are a total of six umbrellas, each with different colors and patterns. The umbrellas are arranged in a visually appealing manner, creating an eye-catching display. The scene is set against a blue sky, which adds to the overall aesthetic of the image.","The image features a row of colorful umbrellas hanging from a wire. There are five umbrellas in total, each with a different color. The umbrellas are arranged in a visually appealing manner, creating an eye-catching display. The arrangement of the umbrellas suggests that they are either being displayed for sale or are part of an art installation.",6 open umbrellas of various colors hanging on a line | The sun shining through different colored umbrellas.  | Multi-colored umbrellas hung like a mobile on a wire | Six umbrellas floating in the air near a building. | Several umbrellas of different colors are hanging in the sun.
000000545475,LLaVA-1.5-7B,"The image features a cat lying on a rug, surrounded by a variety of shoes. The shoes are scattered around the cat, with some located near the top, middle, and bottom of the scene. The cat appears to be sleeping or resting comfortably in the midst of the shoes.","A cat is sleeping on a rug, surrounded by a variety of shoes. The shoes are scattered around the cat, with some close to the cat and others further away. The cat appears to be resting comfortably in the midst of the shoes.",A cat thats lieing in a pile of shoes by the door.  | a kitty laying among four pair of shoes | A cat that is laying next to a bunch of shoes. | A cat is surrounded by a pile of shoes. | A cat laying on many shoes on a brown rug. 
